id;label;timeset;followed;followers;tweets;favorites;time zone;modularity_class
adrianostartrek;adrianostartrek;;1346;319;1602;3336;Caracas;0
oriental770;oriental770;;1437;318;504;102;Pacific Time (US & Canada);0
ale_caracas;ale_caracas;;1309;318;12841;102;Caracas;0
jaffo;jaffo;;359;318;18538;276;London;0
keegannd;keegannd;;589;318;5956;782;Athens;0
adamderocco;adamderocco;;188;317;1758;9239;Eastern Time (US & Canada);0
lozanoll85;lozanoll85;;126;317;9740;8644;;0
fabo1510;fabo1510;;347;317;15458;558;Quito;0
enzooocarp;enzooocarp;;258;316;2291;1928;Buenos Aires;0
tricky_guy7;tricky_guy7;;132;316;118934;1022;Kuala Lumpur;0
bladethundrbolt;bladethundrbolt;;729;316;6462;46466;Pacific Time (US & Canada);0
dgonzalez27;dgonzalez27;;1187;316;1983;848;Mexico City;0
daniel_supit;daniel_supit;;104;315;35711;94;Central Time (US & Canada);0
marco_rv94;marco_rv94;;539;315;3225;10355;Pacific Time (US & Canada);2
ali_alkhotifi;ali_alkhotifi;;306;315;3892;51;Riyadh;0
moakesice84;moakesice84;;735;315;19167;2758;;0
szendreizoltan;szendreizoltan;;506;315;8666;12395;Budapest;0
jornalpluralpoa;jornalpluralpoa;;1242;314;4769;107;;0
dosoro;dosoro;;240;314;8962;140;Hawaii;0
carla_hewson;carla_hewson;;204;314;18474;3894;;0
mauriciocola;mauriciocola;;537;314;33505;3444;Brasilia;0
sashabunak;sashabunak;;272;314;10599;1803;Nairobi;0
josephf198;josephf198;;197;313;26723;23590;Pacific Time (US & Canada);3
eko_sap56963457;eko_sap56963457;;1670;313;11736;11279;Pacific Time (US & Canada);8
fabiosfilig;fabiosfilig;;893;313;7486;4720;;0
dr_alk68;dr_alk68;;551;313;24187;6292;Europe/Rome;0
fra_violetgleek;fra_violetgleek;;470;313;4396;7252;Rome;0
pvcunions;pvcunions;;237;313;2227;542;;0
en_aizuddin;en_aizuddin;;288;312;47850;960;Kuala Lumpur;2
dieegogelo;dieegogelo;;163;312;26807;10564;Buenos Aires;0
huumanafterall;huumanafterall;;286;312;11260;2976;Paris;0
emile_brand;emile_brand;;1264;312;1143;385;Pretoria;0
softsoap93;softsoap93;;192;311;1025;95246;Eastern Time (US & Canada);0
hashimamla03ha;hashimamla03ha;;502;311;2016;174;Pacific Time (US & Canada);4
jonathansuoth;jonathansuoth;;261;311;6854;21;Hawaii;0
miyake9;miyake9;;2023;311;24376;1074;Singapore;0
abbyrebecca26;abbyrebecca26;;1229;311;7388;1113;London;0
david_arcos;david_arcos;;828;310;23713;2158;Madrid;0
ivanrepele;ivanrepele;;481;310;14874;6389;;0
1_bodes;1_bodes;;297;310;5137;6013;London;0
mikeymehedin;mikeymehedin;;1862;310;9915;128;Eastern Time (US & Canada);0
ritaaladeen5;ritaaladeen5;;196;310;25611;5956;Casablanca;1
morosomarco;morosomarco;;1447;310;1343;1470;;0
yoshua_h;yoshua_h;;213;310;29884;839;Jakarta;4
tomatosauce8888;tomatosauce8888;;568;310;15979;264;Casablanca;0
cytheres;cytheres;;430;309;4011;4443;Central Time (US & Canada);0
jonathanlecornu;jonathanlecornu;;650;309;12684;32;;0
federdoc;federdoc;;158;309;882;610;Belgrade;0
motorsport_ua;motorsport_ua;;162;308;18947;2;Greenland;0
anglazzaro;anglazzaro;;956;308;1942;1725;Eastern Time (US & Canada);0
tonguiten;tonguiten;;329;308;23603;45424;Buenos Aires;0
raffipaffy;raffipaffy;;572;308;70610;28852;;0
marcello_1759;marcello_1759;;2400;308;3663;3374;;0
camilafigueroab;camilafigueroab;;352;307;2437;143;Mexico City;0
miguelapsa;miguelapsa;;333;306;15960;16596;Madrid;0
monica_arioli;monica_arioli;;2003;306;3897;2917;Pacific Time (US & Canada);0
diegodai96;diegodai96;;467;305;4228;5959;Pacific Time (US & Canada);0
jayshidzinga;jayshidzinga;;374;304;6125;127;Harare;0
adhyra80;adhyra80;;152;304;4147;73004;;0
wladpa;wladpa;;831;304;3882;711;Melbourne;0
grigala_;grigala_;;1019;304;1223;196;Tbilisi;0
greenchmbrstdio;greenchmbrstdio;;681;303;1604;55;;0
bluelle1;bluelle1;;1273;303;7552;9044;Beijing;0
jlsixtyeight;jlsixtyeight;;2417;303;1168;6177;;0
ryanalbarano;ryanalbarano;;1507;302;12710;23456;;0
antomdcccxxi;antomdcccxxi;;281;302;4982;601;Athens;2
ralvran;ralvran;;474;302;4144;1506;Madrid;0
dammittracy;dammittracy;;401;302;11374;1009;Mountain Time (US & Canada);0
hadawardpageson;hadawardpageson;;299;302;41019;48802;Lisbon;0
showertapia;showertapia;;1873;301;3092;404;;0
naughtymonster1;naughtymonster1;;769;300;70151;1647;Greenland;0
tomo_krejacic;tomo_krejacic;;108;300;40748;669;;0
tayw_94;tayw_94;;593;299;10829;1608;London;0
jagui_blindkorn;jagui_blindkorn;;293;299;26756;15251;Pacific Time (US & Canada);0
tvvittergod1;tvvittergod1;;35;299;84;1;London;0
bassie75;bassie75;;1598;299;1136;1418;Atlantic Time (Canada);0
abrowx;abrowx;;342;299;8579;1123;Jakarta;0
barrymcmanus51;barrymcmanus51;;573;298;4495;2111;;0
blackbuttongirl;blackbuttongirl;;187;298;23608;569;London;0
caroohm;caroohm;;334;298;15723;4190;Alaska;0
alvaroelpive145;alvaroelpive145;;1999;298;5626;520;Amsterdam;0
shel_hwds;shel_hwds;;164;298;1259;198;Perth;3
jonahfukinfree;jonahfukinfree;;418;297;4565;2842;Quito;0
juanmanuel_g8;juanmanuel_g8;;102;296;8330;22;La Paz;0
ricardo_mrp;ricardo_mrp;;274;295;4583;1262;;0
knightcharon;knightcharon;;572;295;6081;451;London;0
neilrc73;neilrc73;;1003;295;7688;14046;;0
tigersolidsnake;tigersolidsnake;;831;295;8355;24798;Bern;3
rodri11v;rodri11v;;971;295;11766;6903;Buenos Aires;0
bagelb0wse;bagelb0wse;;868;295;20981;1555;Eastern Time (US & Canada);0
rafmn;rafmn;;305;295;10595;4670;Mexico City;0
tm46;tm46;;1936;294;18030;157;Central Time (US & Canada);0
totidiga;totidiga;;857;294;3724;3798;;0
jpoli6;jpoli6;;1461;294;1752;1453;Rome;0
vettelizer;vettelizer;;121;294;17784;5418;Brussels;0
guille_moreno_3;guille_moreno_3;;802;294;7231;2684;Madrid;0
ofmiceandjule;ofmiceandjule;;788;293;11941;26832;Lisbon;0
megalomaxi92;megalomaxi92;;566;293;8989;15199;Rome;0
thomasmiles77;thomasmiles77;;1027;292;2441;2305;;1
albertsosj;albertsosj;;1257;292;4554;7223;Mexico City;0
adrysns916;adrysns916;;511;292;40229;12062;Mumbai;0
fishingwithar18;fishingwithar18;;2;292;268;2;;0
papaqqs;papaqqs;;759;292;16140;3252;Kuala Lumpur;0
kilpatrickja;kilpatrickja;;344;292;10271;5775;Eastern Time (US & Canada);0
keystothebimmer;keystothebimmer;;88;292;2509;1610;Central Time (US & Canada);0
yiii22;yiii22;;76;291;10056;32791;Pacific Time (US & Canada);0
shin14_dr3;shin14_dr3;;274;291;2097;3006;;0
fannycharron;fannycharron;;1133;291;34547;17880;Central Time (US & Canada);0
m_coffy24;m_coffy24;;154;291;46416;605;Tokyo;0
311o;311o;;611;289;20328;1452;Tokyo;0
monique0185;monique0185;;512;289;5872;5904;;0
geoburlos;geoburlos;;286;289;16733;11939;Melbourne;0
cel896;cel896;;264;288;9410;156;Rome;0
giwtatoska;giwtatoska;;293;288;1781;43;;0
makkysiba;makkysiba;;336;288;336;80;;0
isarans;isarans;;203;288;25067;169;Singapore;0
_angelinos;_angelinos;;999;288;3887;2557;Baghdad;0
fedewilder;fedewilder;;148;287;5330;1796;London;0
floriancastelli;floriancastelli;;974;287;3595;3844;Belgrade;0
marktiello1985;marktiello1985;;817;287;4055;838;Rome;0
weslycr7;weslycr7;;640;287;3427;859;Caracas;0
dany_twitt7302;dany_twitt7302;;265;286;9918;3800;Mountain Time (US & Canada);0
subscribe_vidz;subscribe_vidz;;528;286;75;144;Pacific Time (US & Canada);0
dapo_x;dapo_x;;410;286;3974;1052;;0
cpgsoad;cpgsoad;;325;286;12242;5411;;0
oxodox;oxodox;;1368;285;3241;1277;West Central Africa;0
milius_xjr9;milius_xjr9;;312;285;21628;306;Amsterdam;0
dodajpodaj;dodajpodaj;;207;285;4890;6428;Zagreb;3
peppe_longo;peppe_longo;;1073;285;5551;385;Amsterdam;0
wererabbitt;wererabbitt;;450;284;19616;14611;Eastern Time (US & Canada);0
mugikin;mugikin;;275;284;8630;2241;Pacific Time (US & Canada);0
bennett_kevin;bennett_kevin;;162;284;1719;676;London;0
jesus7santana;jesus7santana;;258;283;7253;957;;0
f1nowaction;f1nowaction;;708;282;1338;163;;0
moouzmir;moouzmir;;1468;282;2612;1501;Casablanca;0
laescuderia1003;laescuderia1003;;707;282;1385;7;Pacific Time (US & Canada);0
andresf_mendoza;andresf_mendoza;;246;281;5834;4286;Eastern Time (US & Canada);0
alvarogichi;alvarogichi;;331;281;36815;1886;Amsterdam;0
aristajg;aristajg;;488;281;2321;18;Mexico City;0
napoleon60_leon;napoleon60_leon;;662;281;3419;3262;;0
kurtgilchrist;kurtgilchrist;;706;281;9376;5327;;0
mrfaisallatif;mrfaisallatif;;107;280;1152;1256;;0
giulivi_luca;giulivi_luca;;238;280;72676;56190;;0
omarketingf1;omarketingf1;;349;279;2267;2531;Eastern Time (US & Canada);0
ladakatokkon;ladakatokkon;;610;279;4036;9;Beijing;0
vinniemo33;vinniemo33;;1269;279;327;2423;;0
popymelf1;popymelf1;;190;279;2463;3441;Pacific Time (US & Canada);0
yuliadmy26;yuliadmy26;;289;279;15141;8782;;0
ecomazzi;ecomazzi;;214;278;453;2601;;0
sergi_fabmat;sergi_fabmat;;224;278;9417;3687;Madrid;0
zhackss;zhackss;;180;278;17763;15718;Amsterdam;0
roscioliterry;roscioliterry;;391;277;11834;12072;;0
bogentile;bogentile;;710;276;3573;4056;Eastern Time (US & Canada);0
elmemofm;elmemofm;;572;276;19358;63;Pacific Time (US & Canada);0
coca_carlos;coca_carlos;;1004;275;2605;1568;;0
daapi2;daapi2;;216;275;18443;6328;Central Time (US & Canada);0
jyc73;jyc73;;581;275;1484;5049;London;0
mario_restuccia;mario_restuccia;;424;275;18620;1653;Rome;0
terapinyeri;terapinyeri;;163;274;8128;94;Jakarta;0
kjdjkjf;kjdjkjf;;1075;273;220;211;Pacific Time (US & Canada);0
bertacavero;bertacavero;;291;273;5779;2125;Amsterdam;0
sobrevirador;sobrevirador;;602;273;17657;244;Madrid;0
alonsista14;alonsista14;;336;273;9874;20845;;0
mattyc16_;mattyc16_;;691;273;2413;931;;3
styrbjoernsson;styrbjoernsson;;893;273;3310;11269;Berlin;0
fiuzasebastian;fiuzasebastian;;579;272;5282;6012;Pacific Time (US & Canada);0
palmencars;palmencars;;323;272;1431;122;Central Time (US & Canada);0
iadrianmc;iadrianmc;;1354;271;2152;21209;Mexico City;0
pkantue;pkantue;;875;271;2803;160;Pretoria;0
bengkeng2602;bengkeng2602;;240;271;30601;1069;Alaska;0
sahurwithceleb;sahurwithceleb;;180;271;6596;19;Pacific Time (US & Canada);0
novizio60;novizio60;;1327;271;7074;9034;Rome;0
luizeduardo1311;luizeduardo1311;;322;271;18275;94027;;0
sursonique;sursonique;;475;271;8215;3188;Santiago;0
frankestfrankie;frankestfrankie;;866;271;1620;54;Sydney;0
cospignatelli;cospignatelli;;783;271;10250;7981;Rome;0
jvhazuki;jvhazuki;;379;270;21733;13632;;0
clarecollins77;clarecollins77;;237;270;841;1281;;0
piersahtomas;piersahtomas;;291;270;8184;3467;Casablanca;0
petterlaguna;petterlaguna;;171;270;8081;3820;;0
mipiacef1;mipiacef1;;7;270;64;0;;0
tablematt;tablematt;;648;269;4914;1758;London;0
canadasporting;canadasporting;;388;269;2958;2127;Pacific Time (US & Canada);0
meninoswinchest;meninoswinchest;;466;269;12269;4644;Pacific Time (US & Canada);0
racing_jose18;racing_jose18;;4005;269;21987;5111;;0
lucitorres7298;lucitorres7298;;331;269;8620;932;Madrid;0
davidsonique;davidsonique;;194;268;6276;7541;Greenland;0
relixs_;relixs_;;139;268;10082;5427;Central Time (US & Canada);0
jodagoso;jodagoso;;1018;267;646;2733;;0
giorgiofreschi;giorgiofreschi;;1681;267;6192;615;Pacific Time (US & Canada);0
tigerzx59;tigerzx59;;2058;267;16552;13363;;3
balletorosa;balletorosa;;1684;267;44565;2223;;0
triglyrocco;triglyrocco;;433;267;19491;169;Madrid;0
josemanuel_28;josemanuel_28;;467;266;14091;3854;Guadalajara;7
franciscolf_98;franciscolf_98;;806;266;35504;8961;Madrid;0
aaleeglass;aaleeglass;;358;266;417;21;Mexico City;0
rapidzf1;rapidzf1;;503;265;10053;15337;Pacific Time (US & Canada);0
queridoseb;queridoseb;;318;265;1918;540;Brasilia;0
mireillebrigit;mireillebrigit;;289;265;2177;21690;Greenland;5
yabax;yabax;;743;265;20149;3428;Eastern Time (US & Canada);0
l6a7;l6a7;;1597;265;3978;72;Mexico City;0
biswasanimesh;biswasanimesh;;1469;264;5337;135;New Delhi;0
garkuwaii;garkuwaii;;243;264;13476;1039;Pacific Time (US & Canada);0
alfredobravo17;alfredobravo17;;743;263;29010;5597;;0
windmateus;windmateus;;259;262;4190;1830;Brasilia;0
maximilianoaduc;maximilianoaduc;;494;262;2658;781;;0
richardillinger;richardillinger;;604;262;9395;892;Bogota;0
lordkobe;lordkobe;;2089;262;6840;0;Rome;0
lorenzof14t;lorenzof14t;;188;261;16606;16057;Paris;0
dtjoriordan;dtjoriordan;;492;261;1643;523;;0
emiliodurruty;emiliodurruty;;2652;260;325;174;Madrid;0
ggomez1973;ggomez1973;;467;260;13604;7770;Buenos Aires;0
amilcar07gm;amilcar07gm;;756;260;4878;1233;Mexico City;1
tokyo_to_japan;tokyo_to_japan;;299;260;6614;1312;Tokyo;0
aliyuabduljalil;aliyuabduljalil;;246;260;710;1266;;0
anjaspezl;anjaspezl;;483;259;12033;14418;Pacific Time (US & Canada);0
bayoabel;bayoabel;;448;259;7276;666;Mexico City;0
chepirojiblanco;chepirojiblanco;;1534;258;2992;1191;;0
tarmacious;tarmacious;;155;258;23887;7373;Pacific Time (US & Canada);0
christiani_nr;christiani_nr;;408;258;2736;1817;;0
jose_guzman11;jose_guzman11;;175;258;5050;4102;Eastern Time (US & Canada);0
neussjared;neussjared;;248;258;5212;10565;;0
danitxu19;danitxu19;;462;258;9056;1994;Amsterdam;0
joakinky;joakinky;;407;258;11820;2600;Mexico City;0
molecula23_;molecula23_;;564;258;26678;2402;Madrid;0
_adamkurniawan;_adamkurniawan;;189;257;15695;403;Bangkok;0
relawansusi;relawansusi;;382;256;7806;134;Pacific Time (US & Canada);0
juanpablos20;juanpablos20;;560;256;1464;100;;0
cohenleoncarlos;cohenleoncarlos;;780;256;8717;937;Mexico City;0
gzonestudios;gzonestudios;;601;256;1363;3008;Madrid;0
arisilio;arisilio;;243;256;226;538;Athens;0
djdamza;djdamza;;503;256;695;362;Pretoria;0
pedrolgallego;pedrolgallego;;255;255;7446;20;Madrid;0
drifdk;drifdk;;237;255;17501;54;;3
rakesh_jeram;rakesh_jeram;;1157;255;1914;245;Harare;0
zeidaneawialher;zeidaneawialher;;241;255;1699;325;UTC;0
cabos2507;cabos2507;;274;255;29631;29475;Mountain Time (US & Canada);0
siddharthjm23;siddharthjm23;;525;255;990;274;Eastern Time (US & Canada);0
believeinkvyat;believeinkvyat;;197;254;1615;1085;Pacific Time (US & Canada);0
mukhrishazazi;mukhrishazazi;;195;254;14422;773;Alaska;0
osilenci;osilenci;;110;254;59301;4230;;0
takenosin01;takenosin01;;174;253;4428;2040;Pacific Time (US & Canada);0
yacinedrawing;yacinedrawing;;331;253;8126;3501;;0
falmlau;falmlau;;185;253;2802;1198;;0
federico_03;federico_03;;233;252;513;304;;0
myshbrownell;myshbrownell;;167;252;177;28;Atlantic Time (Canada);0
lelecoccia;lelecoccia;;27;252;45495;24958;Hawaii;2
luissitoheras;luissitoheras;;79;252;505;106;;0
kindaichi244;kindaichi244;;330;252;29912;19376;Tokyo;0
carter_f1;carter_f1;;691;252;1232;629;;0
mutia_chimple;mutia_chimple;;356;251;5714;5;Jakarta;0
henry_albertof1;henry_albertof1;;735;251;13317;11083;Central Time (US & Canada);3
fadlier;fadlier;;134;250;17118;40;Jakarta;0
burgos85;burgos85;;955;250;846;586;Hawaii;0
carloszayasf;carloszayasf;;193;250;604;37;;0
kingcreole_zoso;kingcreole_zoso;;233;250;30499;6280;Mountain Time (US & Canada);0
daveedwards97;daveedwards97;;754;250;974;2303;London;0
ajsolorzano;ajsolorzano;;515;250;7569;4115;Eastern Time (US & Canada);0
chattysian;chattysian;;851;250;1746;5438;;0
wimsadmojo;wimsadmojo;;398;250;11428;13155;Eastern Time (US & Canada);2
angelesmich;angelesmich;;222;250;18192;11275;Hong Kong;0
martinchant1;martinchant1;;848;249;3080;9963;;0
nelsonghiringh1;nelsonghiringh1;;1109;249;10278;9864;;0
ericknrike;ericknrike;;1727;248;5225;1783;Caracas;0
bbgun1338;bbgun1338;;529;247;4506;124133;;0
juanfrahernande;juanfrahernande;;485;247;1175;43457;Madrid;0
melchor24601;melchor24601;;261;247;4585;1631;Amsterdam;0
amirulqayum;amirulqayum;;224;247;51255;4136;Kuala Lumpur;0
sicial;sicial;;587;246;1176;0;Rome;3
scuderiarene;scuderiarene;;374;246;26757;12491;Berlin;0
currito_ruiz;currito_ruiz;;303;245;3335;1402;;0
slenderiman;slenderiman;;324;245;40282;1058;;0
gvp62;gvp62;;520;245;6584;2310;;0
mattiagiovi;mattiagiovi;;389;245;88184;776;Rome;0
espinosf;espinosf;;934;244;4875;37;;0
antocavani10;antocavani10;;626;244;6714;5373;Athens;0
jocs204;jocs204;;744;243;4362;8697;Amsterdam;0
b3autiibzv;b3autiibzv;;198;243;43557;36126;Mid-Atlantic;0
iamshaishak;iamshaishak;;216;243;12034;171;Kuala Lumpur;4
commeletoile_;commeletoile_;;78;243;4681;471;Belgrade;0
milkoh;milkoh;;1685;243;15013;2659;Tokyo;0
les_paul_73;les_paul_73;;684;242;8457;2619;;0
_thetrev;_thetrev;;91;242;14353;6765;Arizona;0
labandaroja14;labandaroja14;;783;242;5130;153;;0
dani_carr;dani_carr;;146;242;11070;1979;Madrid;0
chavadolores;chavadolores;;835;242;3853;2746;Central Time (US & Canada);0
syedfidaz;syedfidaz;;335;242;6801;295;Alaska;0
maxbros74;maxbros74;;1989;242;3270;972;Rome;0
kikepuma;kikepuma;;1071;242;4856;3367;Mexico City;0
radiointernatio;radiointernatio;;5;241;5759;0;Pacific Time (US & Canada);0
veongwirith;veongwirith;;1841;241;876;3077;Copenhagen;0
mrharryapostoli;mrharryapostoli;;273;241;4821;1125;London;0
scottbonner95;scottbonner95;;429;241;3802;1838;London;0
volalis;volalis;;947;241;216;2794;;0
harvi89;harvi89;;712;241;5647;2;;0
arekmatura;arekmatura;;815;240;1703;2395;London;0
alejand20099936;alejand20099936;;328;240;17520;18237;;5
adrisanalo;adrisanalo;;290;240;6537;8767;Madrid;0
megafly9;megafly9;;436;240;11987;1438;Amsterdam;0
vjchandr;vjchandr;;1106;239;430;204;;0
rare_rubber;rare_rubber;;138;239;80651;12991;;0
fabiobrunetti22;fabiobrunetti22;;271;239;4327;4712;;0
martinilleskas;martinilleskas;;290;239;19142;312;Santiago;0
mrredheroes;mrredheroes;;365;239;8194;10;Rome;0
that_king_thing;that_king_thing;;201;238;881;666;Pacific Time (US & Canada);0
javiercinni;javiercinni;;930;238;4747;694;Central Time (US & Canada);0
xavigp1;xavigp1;;537;238;17661;208;Eastern Time (US & Canada);0
smolenskyandrew;smolenskyandrew;;1351;238;4256;518;;8
carloscaro97;carloscaro97;;222;237;6328;2012;Madrid;0
phonexfly;phonexfly;;329;237;30442;32069;Mountain Time (US & Canada);0
heatspeare;heatspeare;;99;237;64620;8417;Quito;0
giusto_di;giusto_di;;207;237;3723;2107;;0
derekhansen;derekhansen;;399;236;7717;2805;Central Time (US & Canada);0
judgedoomm;judgedoomm;;609;236;2252;710;Amsterdam;0
javi10vicente;javi10vicente;;220;236;5517;919;;0
filipsutic;filipsutic;;627;236;18051;66;Zagreb;0
petrafan;petrafan;;158;235;30443;1542;Brasilia;0
poupaax;poupaax;;128;235;21950;2723;Lisbon;0
amilquini;amilquini;;298;234;15515;3496;Mexico City;0
armandogtz_;armandogtz_;;535;234;16886;3274;Monterrey;0
giovannihumanes;giovannihumanes;;1068;234;7710;2357;Madrid;0
trimusx14;trimusx14;;647;234;3546;5074;;0
jenni_fart;jenni_fart;;272;234;30666;6046;Melbourne;0
leonidavaleri;leonidavaleri;;296;233;2663;1705;;0
zjavierjz;zjavierjz;;258;232;2007;2582;Santiago;0
jaymilee_;jaymilee_;;536;232;12652;544;London;6
tweeting_trend;tweeting_trend;;0;232;16692;0;Pacific Time (US & Canada);0
frederickseb;frederickseb;;1138;232;16944;4737;Ljubljana;0
10cruzado;10cruzado;;191;232;6171;1304;Madrid;0
oscarsucho;oscarsucho;;251;232;3131;630;Buenos Aires;0
juuanma_cabj;juuanma_cabj;;159;232;74632;1586;Buenos Aires;0
pearcetommy;pearcetommy;;256;232;2467;7583;Central Time (US & Canada);0
gremlins2012;gremlins2012;;1343;232;18280;415;Greenland;7
matufel;matufel;;974;231;6302;2573;;0
arnoldroblesv;arnoldroblesv;;239;231;15338;6228;Mexico City;0
sportdeuitweg;sportdeuitweg;;186;231;3164;378;;0
germanccho;germanccho;;648;231;11237;2983;Buenos Aires;0
rmmannyus;rmmannyus;;458;230;4568;50;Central Time (US & Canada);0
juanvalenzuela_;juanvalenzuela_;;476;230;4387;1206;Arizona;0
uma1r_f1;uma1r_f1;;350;230;12413;507;London;0
gregor_rod;gregor_rod;;578;230;10321;243;;0
_lukeverso;_lukeverso;;120;230;15221;13601;Brasilia;0
eduardovogel;eduardovogel;;2163;230;17095;38;Mexico City;0
momohdd;momohdd;;2751;230;3796;1456;;0
lucaavic93;lucaavic93;;348;230;1409;9672;;0
tjamenovic;tjamenovic;;352;230;15624;487;Bangkok;0
daniimendez_;daniimendez_;;210;230;17813;29470;Mid-Atlantic;0
chicanemotores;chicanemotores;;806;229;3898;1424;Lisbon;0
dame_ruby;dame_ruby;;119;229;4011;128;Alaska;0
kikeleall;kikeleall;;277;228;4249;1043;;0
elisagaggioli;elisagaggioli;;189;228;9789;4515;London;8
awaisssss_;awaisssss_;;29;228;18113;32714;;2
dongthagenius;dongthagenius;;156;228;30153;1174;Arizona;0
baggysound;baggysound;;228;228;2437;40;London;0
xpiya;xpiya;;1054;228;6103;5116;Pacific Time (US & Canada);0
iamhammond;iamhammond;;536;228;9893;5935;Central Time (US & Canada);0
adrimarco2000;adrimarco2000;;705;228;4271;3824;;0
lollipop_gp;lollipop_gp;;138;227;889;171;Atlantic Time (Canada);0
leandrogel;leandrogel;;244;227;2353;253;Brasilia;0
crisdelave;crisdelave;;330;227;4046;1548;Amsterdam;0
colacojose;colacojose;;212;227;60690;17;La Paz;0
shelby_427;shelby_427;;389;227;2422;24629;;0
carbinattobruno;carbinattobruno;;770;227;22825;15231;Pacific Time (US & Canada);0
ziongem;ziongem;;169;227;8011;7525;Buenos Aires;0
farindbz;farindbz;;1684;227;1542;137;Kuala Lumpur;0
piky_victoria;piky_victoria;;721;227;24007;679;Amsterdam;0
d_rawwwwwwwwwww;d_rawwwwwwwwwww;;205;226;7897;6645;Eastern Time (US & Canada);0
gastigonzalez;gastigonzalez;;312;226;5406;1285;Buenos Aires;0
smilylensor;smilylensor;;1623;226;12991;198;La Paz;0
justsleeth;justsleeth;;97;226;617;54;Eastern Time (US & Canada);0
ktayoa;ktayoa;;244;226;4743;136;London;0
ivan13p;ivan13p;;388;226;7297;48;Caracas;0
robinmomb;robinmomb;;119;226;23247;1860;Athens;0
gerardgrouve;gerardgrouve;;855;225;1483;1;Amsterdam;0
jenlove48;jenlove48;;219;225;19467;8203;;8
francorral711;francorral711;;231;225;5673;2138;Mid-Atlantic;7
absaintriago;absaintriago;;366;225;8338;1863;Central Time (US & Canada);0
hermibaby;hermibaby;;336;225;42410;43475;;1
ponche__;ponche__;;213;225;36872;675;Mexico City;0
karuariza;karuariza;;610;225;2689;8798;;0
maubribiesca;maubribiesca;;966;225;2063;4374;Mexico City;0
jorge_fdez10;jorge_fdez10;;323;224;12893;26230;Madrid;0
ih1525;ih1525;;396;223;64286;21535;Amsterdam;0
bernahalac;bernahalac;;431;223;6156;546;;0
tedcrabshit;tedcrabshit;;30;223;164;1;;0
bosirejohn;bosirejohn;;384;223;431;34;Nairobi;0
joana3028;joana3028;;2066;223;3026;512;;2
pauljr388;pauljr388;;1167;223;3524;644;Atlantic Time (Canada);0
cris10koala;cris10koala;;630;223;54517;1637;;0
kavekek;kavekek;;342;222;399;180;Nairobi;0
adamfirewolf;adamfirewolf;;860;222;5074;1691;Madrid;0
imiagodj;imiagodj;;161;221;3348;1277;Rome;0
dani_liro;dani_liro;;377;221;14949;18002;Madrid;0
caugustorg;caugustorg;;212;221;8175;837;Pacific Time (US & Canada);0
negra_hoop;negra_hoop;;261;221;4496;838;Quito;0
iaumegui;iaumegui;;490;221;9789;7747;Paris;0
msccarof1;msccarof1;;191;221;13372;974;Greenland;0
ahmdhziq77;ahmdhziq77;;182;220;11701;321;Kuala Lumpur;0
jennifer2309043;jennifer2309043;;171;220;5906;18326;Amsterdam;0
tagliamattia;tagliamattia;;1099;220;1378;1521;Pacific Time (US & Canada);0
macarenamustafa;macarenamustafa;;320;219;5936;809;Buenos Aires;0
cjsantosh;cjsantosh;;877;219;1911;4339;;0
__lorenzo99__;__lorenzo99__;;325;218;5554;11749;Madrid;0
schwindtm_;schwindtm_;;148;218;2769;1267;Buenos Aires;0
stoned_arse;stoned_arse;;138;218;401;171;;0
diggines23;diggines23;;949;218;11105;2538;London;0
michaela_mc16;michaela_mc16;;253;218;25843;3825;;0
dbareanet;dbareanet;;180;218;546;171;Rome;0
quiquesalces;quiquesalces;;156;218;1233;77;Central Time (US & Canada);0
rochelrocha;rochelrocha;;968;218;8969;31506;Mid-Atlantic;0
galzeranoa;galzeranoa;;375;218;12693;16522;;0
sam_needs;sam_needs;;622;218;19003;255;London;0
mozzlin;mozzlin;;1226;218;1299;310;London;0
jota_jota69;jota_jota69;;566;217;11507;16020;Pacific Time (US & Canada);0
aricomirko;aricomirko;;156;217;315;158;Cairo;0
namutenahius;namutenahius;;702;217;3524;2124;Quito;0
csaba_balogh;csaba_balogh;;221;216;634;17;;0
lgerdsen;lgerdsen;;782;216;2547;2811;Amsterdam;0
f1_fr;f1_fr;;308;216;5355;168;;0
elysemenger;elysemenger;;315;216;1232;1286;Central Time (US & Canada);0
wadidercho;wadidercho;;566;216;41367;10481;Bern;0
sobolevevgeny;sobolevevgeny;;314;216;10651;1;;0
baulemargherite;baulemargherite;;506;215;13592;24283;;5
leo_degennaro;leo_degennaro;;151;215;6255;667;Buenos Aires;0
bettin_s;bettin_s;;368;215;4865;3369;;0
gkavy;gkavy;;1127;215;172;75;London;0
emprimeaux;emprimeaux;;533;214;857;350;Central Time (US & Canada);0
sirmanueljose;sirmanueljose;;547;214;3241;1500;Santiago;0
_moscardino;_moscardino;;212;214;8300;22;Eastern Time (US & Canada);3
decemberreign_;decemberreign_;;183;214;17432;1362;Atlantic Time (Canada);0
negippoi;negippoi;;229;214;21187;204;Tokyo;0
noticiascarlos;noticiascarlos;;67;214;2630;100;Madrid;0
alejosbr;alejosbr;;207;214;9964;66;Quito;0
cuervorikardo;cuervorikardo;;335;214;1839;5771;La Paz;0
borstel69;borstel69;;218;214;4848;3644;Bern;0
gmtech924;gmtech924;;890;213;36712;13615;;0
