type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
status	post_user_152605961465739	152605961465739_1429296740463315	https://www.facebook.com/152605961465739/posts/1429296740463315	"+información: www.rutaa348.com"					2017-04-18T08:42:33+0000	1492504953	"2017-04-18 10:42:33"	4	0	4	0	4	0	0	0	0	0	4	0	0	0	0	0	0
link	post_user_152605961465739	152605961465739_1411528782240111	https://www.facebook.com/152605961465739/posts/1411528782240111	"¡YA A LA VENTA!"	https://scontent.xx.fbcdn.net/v/t39.2147-6/c69.0.130.130/p130x130/17634091_582540398611989_5696728558513160192_n.jpg?oh=ccf77ea08b13ab54a63907bf1decacb8&oe=597A8C52	https://external.xx.fbcdn.net/safe_image.php?d=AQDizUFxplMqU564&url=fbstaging%3A%2F%2Fgraph.facebook.com%2Fstaging_resources%2FMDE1ODI1NDAzOTUyNzg2NTY6MzczMDI3NDI5&_nc_hash=AQBJ4Z-1tWhoeQVt	http://www.rutaa348.com/	rutaa348.com	2017-04-01T07:41:37+0000	1491032497	"2017-04-01 09:41:37"	2	0	3	0	3	0	0	0	0	0	2	1	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_693550860704577	https://www.facebook.com/152605961465739/posts/693550860704577	"Alex Alvarez Monteoliva updated the group photo in Lobreños del mundo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/1422514_10203124261484926_2570997720677273169_n.jpg?oh=680f289a216516f3095bf569bde66da1&oe=59B7E3D0	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/1422514_10203124261484926_2570997720677273169_n.jpg?oh=83dde1a0c655300adf32ee7a92ed8392&oe=5978B1AC	https://www.facebook.com/photo.php?fbid=10203124261484926&set=gm.693550860704577&type=3	facebook.com	2014-04-22T09:30:55+0000	1398159055	"2014-04-22 11:30:55"	52	10	52	6	68	10	10	0	4	0	51	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1408122169247439	https://www.facebook.com/152605961465739/posts/1408122169247439						2017-03-28T16:04:59+0000	1490717099	"2017-03-28 18:04:59"	4	0	4	0	4	0	0	0	0	0	4	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_1397329056993417	https://www.facebook.com/152605961465739/posts/1397329056993417	"PRODUCTOS DE LA ALPUJARRA  Participa en el SORTEO de un Lote de Productos de la Alpujarra  Solo tienes que entrar y participar en el siguiente enlace:  http://www.latiendadelaalpujarra.com/encuesta-productos-alpujarra.html  www.latiendadelaalpujarra.com - La tienda de la Alpujarra​"	https://scontent.xx.fbcdn.net/v/t1.0-0/p130x130/17264373_190606764765664_5273495984902307472_n.jpg?oh=b050863f1ca7c5ed9acec1cde70d60aa&oe=5977EA76	https://scontent.xx.fbcdn.net/v/t1.0-9/17264373_190606764765664_5273495984902307472_n.jpg?oh=fbe1591f89fadebbef2210090ff48557&oe=5988ADF8	https://www.facebook.com/latiendadelaalpujarra/photos/a.182276222265385.1073741828.120588511767490/190606764765664/?type=3	facebook.com	2017-03-17T12:26:48+0000	1489753608	"2017-03-17 13:26:48"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1389961927730130	https://www.facebook.com/152605961465739/posts/1389961927730130						2017-03-10T07:06:21+0000	1489129581	"2017-03-10 08:06:21"	10	0	10	1	11	0	0	0	0	0	10	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1388312817895041	https://www.facebook.com/152605961465739/posts/1388312817895041						2017-03-09T06:54:28+0000	1489042468	"2017-03-09 07:54:28"	7	0	7	0	7	0	0	0	0	0	7	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_1368226753236981	https://www.facebook.com/152605961465739/posts/1368226753236981	"Buenos días!! Un poquito de Lobras ♥"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16641014_1282244128523737_998526772209426107_n.jpg?oh=733731fbbece0f5c9683d78abcd78481&oe=59B74D9D	https://scontent.xx.fbcdn.net/v/t1.0-0/p180x540/16641014_1282244128523737_998526772209426107_n.jpg?oh=fb0d2744ff11eb770e8f93a99fc4ba77&oe=59C2825C	https://www.facebook.com/photo.php?fbid=1282244128523737&set=gm.1368226753236981&type=3	facebook.com	2017-02-18T11:57:16+0000	1487419036	"2017-02-18 12:57:16"	8	0	9	0	9	0	0	0	0	0	8	1	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1354920641234259	https://www.facebook.com/152605961465739/posts/1354920641234259						2017-02-05T07:28:19+0000	1486279699	"2017-02-05 08:28:19"	6	1	6	0	7	1	1	0	0	0	6	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1363559210370402	https://www.facebook.com/152605961465739/posts/1363559210370402						2017-02-14T19:48:04+0000	1487101684	"2017-02-14 20:48:04"	5	0	5	0	5	0	0	0	0	0	5	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1339268106132846	https://www.facebook.com/152605961465739/posts/1339268106132846						2017-01-24T07:13:10+0000	1485241990	"2017-01-24 08:13:10"	10	0	10	0	10	0	0	0	0	0	10	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1335688319824158	https://www.facebook.com/152605961465739/posts/1335688319824158						2017-01-21T09:07:21+0000	1484989641	"2017-01-21 10:07:21"	9	0	9	0	9	0	0	0	0	0	9	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1304572409602416	https://www.facebook.com/152605961465739/posts/1304572409602416						2016-12-21T06:55:38+0000	1482303338	"2016-12-21 07:55:38"	4	0	4	0	4	0	0	0	0	0	4	0	0	0	0	0	0
link	post_user_152605961465739	152605961465739_1286274898098834	https://www.facebook.com/152605961465739/posts/1286274898098834	"RUTA A-348. LA CARRETERA DE LA ALPUJARRA  Os dejamos los trazados y pueblos que incluimos en la Ruta A-348.  ¿Quieres conocer más sobre este proyecto?  Entra en www.rutaa348.com y te informaremos  además de participar en un concurso.  www.ilovealpujarra.com - I Love Alpujarra - #rutaa348"	https://external.xx.fbcdn.net/safe_image.php?d=AQDro8plqfhJlwA7&w=130&h=130&url=https%3A%2F%2Fscontent.cdninstagram.com%2Ft51.2885-15%2Fe35%2F15276659_1617721478531437_6289522251104518144_n.jpg%3Fig_cache_key%3DMTM5ODg2ODcxOTk4Mzk4MTYzNA%253D%253D.2&cfs=1&_nc_hash=AQAJOUqKp6roJHvr	https://external.xx.fbcdn.net/safe_image.php?d=AQDnDVxjEr1ONVdN&url=https%3A%2F%2Fscontent.cdninstagram.com%2Ft51.2885-15%2Fe35%2F15276659_1617721478531437_6289522251104518144_n.jpg%3Fig_cache_key%3DMTM5ODg2ODcxOTk4Mzk4MTYzNA%253D%253D.2&_nc_hash=AQCq0xst5A5h84Gf	https://www.instagram.com/p/BNpx7B2DPRC/	instagram.com	2016-12-06T19:38:47+0000	1481053127	"2016-12-06 20:38:47"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1203013166425008	https://www.facebook.com/152605961465739/posts/1203013166425008						2016-09-13T06:11:38+0000	1473747098	"2016-09-13 08:11:38"	19	4	19	1	24	4	4	0	0	0	19	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1272719029454421	https://www.facebook.com/152605961465739/posts/1272719029454421	"Un lugar  para pasar unos días de relax."					2016-11-26T08:20:43+0000	1480148443	"2016-11-26 09:20:43"	3	0	3	0	3	0	0	0	0	0	3	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_1264101350316189	https://www.facebook.com/152605961465739/posts/1264101350316189	"Ana Puertas Lopez shared Ayuntamiento de Lobras (Granada) s photo to the group: Lobreños del mundo."	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15036288_1009522835860286_5428532297865115709_n.jpg?oh=3ac38520c0a008532fe355011a08e1cf&oe=597481E4	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15036288_1009522835860286_5428532297865115709_n.jpg?oh=a62cd8ede09ac7c058c886d4e698fa92&oe=597FF3F1	https://www.facebook.com/101681576644421/photos/a.101686879977224.3020.101681576644421/1009522835860286/?type=3	facebook.com	2016-11-17T16:01:20+0000	1479398480	"2016-11-17 17:01:20"	18	0	18	2	20	0	0	0	0	0	18	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_1219338371459154	https://www.facebook.com/152605961465739/posts/1219338371459154		https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14470376_10205438162712242_5970726962904726452_n.jpg?oh=80d75bdfb71c48db6d641bbc2b2488a8&oe=597A919C	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14470376_10205438162712242_5970726962904726452_n.jpg?oh=02c67b78a1100199be0988876340ee59&oe=59BF0191	https://www.facebook.com/photo.php?fbid=10205438162712242&set=gm.1219338371459154&type=3	facebook.com	2016-09-30T17:05:49+0000	1475255149	"2016-09-30 19:05:49"	12	3	12	0	15	3	2	1	1	0	12	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_1219285731464418	https://www.facebook.com/152605961465739/posts/1219285731464418		https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/14494714_10205437731341458_8522929938396587458_n.jpg?oh=78ef4df92ea503941c86fc689d0c2fa7&oe=5979E315	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/14494714_10205437731341458_8522929938396587458_n.jpg?oh=1a382e344963d4bc81a9d8eb8e5fdf55&oe=598F1B18	https://www.facebook.com/photo.php?fbid=10205437731341458&set=gm.1219285731464418&type=3	facebook.com	2016-09-30T16:02:21+0000	1475251341	"2016-09-30 18:02:21"	8	0	8	0	8	0	0	0	0	0	8	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1211701792222812	https://www.facebook.com/152605961465739/posts/1211701792222812						2016-09-22T14:42:39+0000	1474555359	"2016-09-22 16:42:39"	8	0	8	0	8	0	0	0	0	0	8	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1204817239577934	https://www.facebook.com/152605961465739/posts/1204817239577934						2016-09-15T06:28:39+0000	1473920919	"2016-09-15 08:28:39"	14	0	14	3	17	0	0	0	0	0	14	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1202440646482260	https://www.facebook.com/152605961465739/posts/1202440646482260						2016-09-12T15:26:42+0000	1473694002	"2016-09-12 17:26:42"	15	10	15	1	26	10	10	0	1	0	15	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1202432149816443	https://www.facebook.com/152605961465739/posts/1202432149816443						2016-09-12T15:12:37+0000	1473693157	"2016-09-12 17:12:37"	11	0	11	0	11	0	0	0	0	0	11	0	0	0	0	0	0
photo	post_user_152605961465739	152605961465739_1198538693539122	https://www.facebook.com/152605961465739/posts/1198538693539122	"GANA UN JAMÓN!!!  Participa en nuestro concurso y llévate GRATIS un jamón de la #Alpujarra. :D Hazte una foto con el libro La Alpujarra en Imágenes en uno de los muchos rincones que aparecen en sus páginas  súbela y participa. La que obtenga más votos será la ganadora.  ¡PARTICIPA! http://tiny.cc/gana_jamon"	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/12187935_531930663630099_6959559477072723062_n.jpg?oh=3e837d7095af8099a1901b3c81a1f3e1&oe=5977B1A8	https://scontent.xx.fbcdn.net/v/t1.0-0/p480x480/12187935_531930663630099_6959559477072723062_n.jpg?oh=becdb213ba7486ff88176e87dcd40c67&oe=598D018E	https://www.facebook.com/ILoveAlpujarra/photos/a.528091727347326.1073741931.127452274077942/531930663630099/?type=3	facebook.com	2016-09-08T16:32:39+0000	1473352359	"2016-09-08 18:32:39"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
status	post_user_152605961465739	152605961465739_1197649236961401	https://www.facebook.com/152605961465739/posts/1197649236961401	"Espero que las disfrutéis! :)"					2016-09-07T18:04:56+0000	1473271496	"2016-09-07 20:04:56"	10	6	11	0	17	6	3	3	3	0	10	1	0	0	0	0	0
